Przychody_ogolem;Aktywa_ogolem;Zobowiazania_ogolem;Zysk_netto;W1;W2;W3;W4;W5;W6;W7;W8;W9;W10;W11;W12;W13;W14;W15;Grupujaca
34,64;63,61;45,88;1,4;2,01;7,22;4,04;2,28;144,37;144,17;670,26;51,42;0,93;0,5;0,04;-0,04;27,73;69,25;27,86;Zdrowe
6,54;4,31;0,47;0,09;2,02;2,27;1,38;2,78;103,55;85,9;240,54;0;8,84;4,92;0;0,85;0;100;89,1;Zdrowe
9,28;4,88;2,65;0,1;2,05;4,5;1,08;3,07;1,86;56,45;191,94;22,03;0,98;0,96;0,18;-0,01;23,9;74,22;45,7;Zdrowe
9,5;1,34;1,18;0,03;2,08;16,56;0,32;2,99;0;27,22;51,48;1,54;1,14;1,14;0,07;0,12;6,41;96,4;12,69;Zdrowe
6,23;1,99;0,45;0,04;2,11;2,74;0,64;2,01;22,58;9,25;116,59;0;2,3;1,45;0,97;0,29;0;100;77,39;Zdrowe
49,98;26,54;21,38;0,58;2,11;10,85;1,16;3,2;40,41;103,15;193,82;0,37;1,11;0,84;0,11;0,09;0,2;99,02;19,44;Zdrowe
6,29;1,85;1,79;0,04;2,14;66,73;0,64;2,7;0,3;84,35;107,35;21,47;1,02;1,02;0,04;0,02;20,21;100;3,24;Zdrowe
38,64;4,94;1,85;0,1;2,14;3,42;0,26;2,02;6,35;7,02;46,66;0;1,41;1,05;0,58;0,15;0;100;62,55;Zdrowe
6,63;5,94;1,75;0,13;2,15;3,05;1,96;2,69;47,02;44,38;327,01;17,62;1,36;0,73;0,03;0,08;11,95;77,11;70,71;Zdrowe
9,81;3,31;2,28;0,07;2,16;6,93;0,71;3,02;3,74;38,39;123,15;16;0,92;0,86;0,19;-0,05;27,3;79,31;31,12;Zdrowe
81,29;88,93;67,35;2;2,17;8,96;2,46;2,18;15,17;219,46;399,3;2,42;1,39;1,33;0,33;0,24;0,95;79,75;24,26;Zdrowe
8,12;4,2;1,61;0,09;2,21;3,59;1,11;2,86;36,89;78,08;188,79;2,25;2,02;1,46;0,09;0,35;2,2;91,48;61,67;Zdrowe
6,33;4,5;1,43;0,11;2,23;3,27;1,74;2,44;11,13;99,12;259,48;30,56;2,06;1,93;0,17;0,35;11,27;99,43;68,22;Zdrowe
34,75;26,14;5,67;0,54;2,23;2,85;1,55;2,07;128,22;35,67;274,56;1,79;3,73;1,26;0,05;0,47;0,7;87,02;78,35;Zdrowe
6,2;1,83;0,79;0,04;2,4;4,21;0,65;3,28;2,57;78,17;107,73;0;2,27;2,21;0;0,54;0,27;100;56,83;Zdrowe
43,97;26,22;23,87;0,58;2,4;26,79;1,32;2,25;120,91;42,83;217,66;1,25;1,02;0,36;0;0,01;6,64;93,02;8,96;Zdrowe
12,19;3,43;2,65;0,08;2,44;10,76;0,66;2,92;70,95;27,69;102,7;27,85;1,34;0,38;0;0,24;32,2;93,72;22,74;Zdrowe
46,24;3,8;3,96;0,09;2,47;-57,15;0,19;3,42;5,44;12,23;30;0;1,69;1,32;0,3;0,33;51,5;46,55;-4,21;Zdrowe
10,1;4,06;0,7;0,1;2,47;2,98;0,99;3,2;25,34;3,77;146,72;0;3,1;1,86;1,63;0,29;0,03;80,91;82,76;Zdrowe
6,2;3,07;1,62;0,08;2,5;5,29;1,29;3,26;52,85;39,18;180,73;0;1,84;0,82;0,02;0,24;16,67;54,23;47,23;Zdrowe
27,53;23,62;17,41;0,58;2,5;9,48;2,11;2,37;51,95;53,58;313,16;4,51;1,1;0,64;0,01;0,04;22,07;49,39;26,33;Zdrowe
6,18;1,82;1,76;0,05;2,51;79,65;0,81;6,04;0;57,99;107,49;0;1,11;1,11;0,16;0,09;12,49;84,71;3,3;Zdrowe
6,57;4,44;1,52;0,11;2,55;3,88;1,67;3,15;23,11;33,77;246,67;0;1,52;1,01;0,23;0,09;0;53,08;65,77;Zdrowe
8,55;1,63;1,66;0,04;2,68;-140,43;0,47;2,45;37,91;15,23;69,58;0;0,85;0,32;0;-0,15;0;100;-1,84;Zdrowe
10,37;1,71;1,41;0,05;2,7;7,71;0,48;2,92;0,69;4,11;60,19;7,39;0,52;0,51;0,19;-0,33;22,33;85,8;35,09;Zdrowe
7,82;2,62;2,01;0,07;2,7;11,5;0,9;3,44;5,07;37,13;122,29;12,6;0,69;0,64;0,04;-0,23;10,57;100;23,28;Zdrowe
25,75;26,34;25,43;0,73;2,7;78,1;2,83;3,49;95,58;39,13;373,36;117,51;1,09;0,4;0,02;0,03;61,63;38,73;3,45;Zdrowe
6,51;1,81;1,27;0,05;2,78;9,4;0,77;2,76;9,63;18,05;101,48;5,05;0,64;0,47;0,06;-0,2;19,67;78,94;29,28;Zdrowe
29,25;25,57;5,73;0,76;2,85;3,68;2,6;3,56;89,44;0;319,08;0;3,42;2,04;0;0,51;2,01;91,03;77,59;Zdrowe
7,65;2,03;0,63;0,06;2,9;4,2;0,78;3,94;0,35;26,8;96,86;0;1,77;1,76;0,3;0,24;0;100;68,97;Zdrowe
8,43;3,48;1,12;0,1;2,94;4,34;1,19;4,31;5,18;13,03;150,68;12,12;1,63;1,48;0,75;0,14;12,94;71,39;67,53;Zdrowe
6,21;1,03;0,49;0,03;2,98;5,7;0,48;2,91;8,75;25,61;60,54;0;2,01;1,7;0,03;0,48;0;100;52,43;Zdrowe
6,5;3,81;2,67;0,12;3,08;10,3;1,85;3,94;107,61;57,38;213,95;14,6;1,21;0,5;0;0,15;6,85;100;29,92;Zdrowe
6,42;3,43;2,98;0,11;3,1;23,55;1,71;3,21;21,08;17,36;195,01;44,91;0,68;0,42;0,05;-0,13;41,65;47,97;13,12;Zdrowe
11,49;9,54;6,38;0,29;3,12;9,42;2,52;3,67;1,73;62,01;303,05;6,35;1,28;1,26;0,06;0,08;29,71;41,25;33,12;Zdrowe
7,54;2,6;2,41;0,08;3,14;42,43;1,06;3,08;12,57;97,23;125,86;111,34;1,05;0,94;0;0,05;89,4;100;7,31;Zdrowe
69,73;24,13;15,97;0,54;3,22;9,53;0,77;3,73;54,24;24,19;126,31;10,15;1,03;0,34;0,01;0,02;12,41;94;33,82;Zdrowe
267,81;109,49;71,77;3,33;3,22;9,35;1,24;3,95;0,94;63,87;149,22;10,69;1,01;1;0,17;0,01;16,09;83,01;34,45;Zdrowe
6,49;3,56;1,15;0,11;3,23;4,77;1,69;3,37;21,72;49,77;200,22;6,19;1,76;1,36;0;0,2;8,28;83,95;67,7;Zdrowe
8,1;2,06;1,4;0,07;3,24;10,12;0,86;4,37;41,88;44,83;92,83;0;1,85;1;0,01;0,47;14,55;78,59;32,04;Zdrowe
22,33;3,14;2,8;0,1;3,24;30,22;0,45;4,14;6,3;29,25;51,33;0;1,21;1,02;0,15;0,14;0,8;75,21;10,83;Zdrowe
6,54;1,89;1,66;0,06;3,35;27,19;0,92;5,82;3,4;45,15;105,48;13,39;1,04;1;0;0,03;12,69;100;12,17;Zdrowe
12,81;4,27;3,69;0,14;3,37;24,83;1,09;4,45;0;69,16;121,67;25,36;0,8;0,8;0;-0,17;21,16;97,94;13,58;Zdrowe
8,3;2,9;2,8;0,1;3,4;98,71;1,2;4,14;0;95,24;127,53;50,13;0,84;0,84;0;-0,15;39,78;100;3,45;Zdrowe
7,09;51,07;48,75;2,44;3,4;74,94;34,41;4,17;0;13,67;2629,13;1166,56;0,08;0,08;0,06;-0,42;42,63;46,27;4,54;Zdrowe
6,44;3,29;2,1;0,11;3,41;9,42;1,71;4,26;11,52;13,78;186,47;32,31;1,05;0,95;0,83;0,03;17,61;100;36,17;Zdrowe
39,96;0,2;0,17;0,01;3,45;20,74;0,03;5;0;0;1,83;0;1,2;1,2;1,19;0,15;0;100;15;Zdrowe
8,53;2,09;1,86;0,07;3,45;32,12;0,82;3,35;44,39;9,41;89,43;21,4;0,86;0,3;0,06;-0,12;24,25;100;10,53;Zdrowe
7,67;3,34;2,39;0,12;3,51;12,32;1,56;4,49;30,9;84,69;158,94;33,79;1,32;1;0;0,2;31,1;85,39;28,44;Zdrowe
3,26;44,68;46,36;1,47;3,57;-94,72;45,09;3,29;0;40,52;5002,52;101,89;0,86;0,86;0,38;-0,01;67,55;4,14;-3,78;Zdrowe
12,39;7,33;4,05;0,26;3,61;8,07;2,1;4,64;29,32;88,17;215,94;15,91;1,75;1,37;0,13;0,27;7,51;65,41;44,75;Zdrowe
12,35;9,27;4,23;0,33;3,61;6,63;2,67;4,53;66,74;53,45;273,97;53,79;1,43;0,66;0,01;0,13;25,48;69,85;54,37;Zdrowe
11,28;9,58;3,95;0,34;3,64;6,19;3,01;4,7;98,58;41,51;309,99;34,62;1,48;0,49;0,06;0,15;19,7;77,99;58,77;Zdrowe
4,44;29,29;1,18;1,12;3,67;3,83;25,23;4,03;0;29,38;2407,85;0;2,11;2,11;0;0,02;0;50,26;95,97;Zdrowe
9,78;8,4;2,74;0,31;3,68;5,46;3,17;4,64;79,13;32,73;313,5;0;2,06;1,28;0,8;0,34;0;100;67,38;Zdrowe
8,15;1,59;1,36;0,06;3,69;25,83;0,74;3,77;32,41;28,32;71,21;16,57;1,17;0,58;0;0,13;31,41;90,49;14,47;Zdrowe
6,44;2,54;1,42;0,09;3,72;8,45;1,4;4,72;7,04;18,25;143,96;0;1,47;1,37;0;0,24;4,47;92,01;44,09;Zdrowe
8,14;2,65;2,18;0,1;3,74;21;1,23;4,53;1,38;75,18;118,83;0;1,21;1,19;0,37;0,17;0;100;17,74;Zdrowe
9,24;0,84;0,84;0,03;3,77;-2392,56;0,32;3,57;5,82;23,86;33,18;0;1;0,82;0,01;0;0;100;0;Zdrowe
6,7;7,95;3,29;0,3;3,78;6,45;4,48;4,65;82,89;70,81;433,1;27,24;1,62;0,81;0,12;0,14;6,31;57,65;58,62;Zdrowe
38,81;7,5;2,24;0,28;3,82;5,45;0,72;4,8;7,89;21,68;70,54;0;3,23;2,86;0;0,66;0;100;70,13;Zdrowe
9,93;2,58;1,75;0,1;3,91;12,13;1,01;3,88;0;82,6;94,83;20,22;1,34;1,34;0;0,23;21,57;99,8;32,17;Zdrowe
27,24;8,11;4,9;0,32;3,95;9,96;1,17;5,18;33,4;23,14;108,67;0,8;1,59;0,91;0,22;0,26;2,69;75,22;39,7;Zdrowe
21,84;2,95;2,17;0,12;3,98;15,14;0,55;5,08;1,7;42,29;49,3;4,01;1,3;1,26;0;0,22;8,36;100;26,44;Zdrowe
6,31;0,9;0,3;0,04;3,99;6,02;0,63;5,56;35;13,36;52,06;0;2,95;0,96;0;0,66;0;100;66,67;Zdrowe
6,32;1,35;0,05;0,05;4,05;4,21;0,79;5,19;15,79;9,05;77,97;0;11,3;5,87;2,51;0,38;0;100;96,3;Zdrowe
6,46;2,85;2,47;0,11;4,06;30,52;1,7;5,26;24,28;130,03;161,03;0,57;1,15;0,98;0,01;0,13;0,56;99,73;13,33;Zdrowe
10,07;3,22;2,01;0,13;4,09;10,92;1,29;4,04;79,49;15,84;116,71;9,79;1,37;0,29;0,01;0,23;8,63;100;37,58;Zdrowe
35,63;25,82;16,17;1,12;4,11;11,01;3,14;5,69;52,93;105,27;264,5;43,64;1,14;0,8;0,05;0,09;15,7;92,28;37,37;Zdrowe
8,2;1,08;0,57;0,04;4,19;8,92;0,49;5,56;12,53;29,91;48,07;8,01;2,63;1,89;0;0,56;34,59;65,96;47,22;Zdrowe
28,43;9,99;5,99;0,41;4,19;10,46;1,44;6,01;0,04;91,69;128,26;0,64;1,55;1,54;0,16;0,31;0,62;96,71;40,04;Zdrowe
31,81;7,2;7,09;0,32;4,2;272,43;1,01;4,44;36,19;12,21;82,62;1,03;0,94;0,46;0,03;-0,05;2,69;91,67;1,53;Zdrowe
22,12;8,95;8,57;0,37;4,22;99,31;1,67;4,13;59,8;15,67;147,68;9,08;1,59;0,55;0,19;0,23;30,73;40,67;4,25;Zdrowe
6,19;7,17;7,83;0,3;4,24;-46,3;4,85;4,18;313,88;3,13;422,79;0;1,75;0,3;0,05;0,38;0;46,71;-9,21;Zdrowe
23,3;2,1;1,89;0,09;4,26;42,89;0,39;4,76;0;26,76;32,9;0;1,11;1,11;0,13;0,1;0;100;10;Zdrowe
11,72;3,17;2,24;0,13;4,28;14,64;1,11;4,1;46,61;17,02;98,72;49,52;1,11;0,41;0;0,08;54,45;94,88;29,34;Zdrowe
2165,09;1162,62;539,94;52,53;4,37;8,16;2,43;4,54;18,01;70,27;196;0;1,29;1,09;0,24;0,14;0;97,85;53,56;Zdrowe
12,55;6,58;2,86;0,29;4,46;7,9;2,31;5,62;47,54;113,04;191,37;0;2,14;1,57;0,15;0,49;0;99,93;56,53;Zdrowe
28,97;24,22;18,93;1,12;4,47;20,49;3,87;5,82;3,84;53,46;305,15;47,63;1,02;0,97;0,13;0,01;65,37;35,67;21,84;Zdrowe
7,39;1,98;1,18;0,09;4,48;11,02;1,22;6,06;38,61;21,26;97,79;23,71;1,25;0,59;0,05;0,15;24,32;100;40,91;Zdrowe
4,67;22,99;15,96;1,1;4,5;14,74;23,55;5,87;0;29,11;1796,86;17,19;4,43;4,43;3,63;0,08;42,29;3,2;30,58;Zdrowe
8,06;2,81;1,58;0,13;4,51;10,3;1,61;7,12;3,73;55,05;127,25;2,26;1,52;1,43;0,01;0,16;2,14;56,81;43,77;Zdrowe
6,64;2,8;1,5;0,13;4,58;9,84;1,96;5,36;54,59;54,99;153,92;26,39;1,42;0,75;0,01;0,22;17,42;100;46,43;Zdrowe
6,56;1,78;0,19;0,08;4,59;5,04;1,22;5,62;50,68;0,53;99,04;0;6,24;1,48;1,35;0,56;0;100;91,01;Zdrowe
10,23;8,01;5,28;0,37;4,69;13,79;3,62;4,62;0;73,42;285,79;60,3;0,79;0,79;0,01;-0,07;51,86;53,36;33,96;Zdrowe
6,41;1,47;0,31;0,07;4,7;5,96;1,09;6,12;13,34;27,47;83,71;0;2,67;1,92;0;0,35;0;100;78,91;Zdrowe
35,37;7,96;5,73;0,4;4,83;17,2;1,13;6,28;36,52;35,78;82,14;0;1,36;0,73;0,11;0,27;0;98,72;28,14;Zdrowe
9,89;7,57;5,41;0,36;4,86;17,03;3,64;4,89;26,74;36,51;279,38;104,44;0,64;0,44;0,14;-0,17;57,87;67,41;28,53;Zdrowe
9,24;7,29;5,99;0,35;4,88;27,41;3,79;6,31;11,2;39,8;287,97;1,58;0,45;0,4;0,17;-0,44;1,86;98,17;17,83;Zdrowe
26,6;2,93;2,78;0,14;4,91;92,22;0,53;6,14;0;33,12;40,2;0;0,9;0,9;0;-0,1;0;100;5,46;Zdrowe
7,54;7,66;5,17;0,37;4,91;15,07;4,91;5,61;17,47;42,09;370,81;54,7;0,57;0,41;0;-0,13;52,71;43,95;32,64;Zdrowe
12,57;2,13;1,42;0,1;4,98;0;0,8;6,57;6,95;0;61,85;8,13;1,18;0,99;0;0,1;13,48;86,66;0;Zdrowe
8,18;1,8;1,66;0,09;5,01;64,77;1,1;7,22;12,69;62,29;80,32;17,4;1,3;1,09;0,02;0,22;23,25;81,31;7,78;Zdrowe
11,93;8,92;7,5;0,44;5,01;31,42;3,69;4,93;28,08;59,52;272,91;26,92;0,52;0,37;0,02;-0,32;22,22;79,55;15,92;Zdrowe
28,05;9,51;5,02;0,48;5,14;10,88;1,71;4,94;24,44;60,55;123,75;0;1,83;1,46;0,35;0,43;0;100;47,21;Zdrowe
11,48;7,01;4,87;0,36;5,17;16,91;3,14;5,14;34,23;75,02;222,88;46,1;1,01;0,71;0,01;0;38,48;73,49;30,67;Zdrowe
6,31;0,6;0,53;0,03;5,22;44,71;0,48;5;4,64;22,12;34,71;6,36;1,13;0,98;0,07;0,12;17,98;100;11,67;Zdrowe
9,21;2,22;0,94;0,11;5,22;9,03;1,19;6,76;0;53,97;87,98;0;2,3;2,3;0;0,55;0;100;58,11;Zdrowe
55,5;68,14;28,59;0;5,25;9,05;0;6,72;10,44;198,97;448,13;57,87;1,75;1,66;0,01;0,22;14,95;67,65;58,04;Zdrowe
12,83;1,73;1,63;0,09;5,29;94,55;0,7;5,2;11,4;17,64;49,22;0;1,54;1,19;0;0,35;29,68;68,56;5,78;Zdrowe
11,99;5,64;4,01;0,3;5,29;18,34;2,5;6,56;119,94;18,85;171,69;5,18;1,36;0,34;0,09;0,24;5,69;96,33;28,9;Zdrowe
8,85;93,64;55,48;5,27;5,31;13,03;59,55;5,97;40,16;51,75;3861,99;8,25;0,72;0,61;0,12;-0,03;3,45;16,4;40,75;Zdrowe
26,21;53,09;8,68;2,8;5,33;6,37;10,68;5,27;101,58;45,25;739,33;0,84;7,34;3,03;0,97;0,2;13,27;19,52;83,65;Zdrowe
7,44;6,21;3,85;0,33;5,39;14,21;4,44;6,76;47,92;0;304,66;39,74;1,17;0,71;0,09;0,06;40,93;55,24;38;Zdrowe
7,6;5,38;3,27;0,29;5,4;13,78;3,82;6,88;0,44;70,62;258,38;29,3;1,16;1,15;0,05;0,05;38,67;51,75;39,03;Zdrowe
11,38;5,36;3,51;0,29;5,45;15,77;2,55;6,9;9,13;75,39;171,92;0;1,17;1,09;0,36;0,11;0;100;34,51;Zdrowe
26,01;7,92;2,69;0,43;5,5;8,34;1,65;6,94;4,46;85,16;111,14;0;2,78;2,67;0,37;0,6;0;100;66,04;Zdrowe
11,12;5,64;1,12;0,31;5,6;6,99;2,79;7,45;42,97;52,72;185,13;6,89;3,91;2,39;0,42;0,44;8,22;77,08;80,14;Zdrowe
11,59;9,5;5,66;0,53;5,61;13,88;4,57;6,74;62,95;0,6;299,18;48,18;0,64;0,07;0;-0,13;16,27;62,47;40,42;Zdrowe
8,5;5,33;4,26;0,3;5,7;28,35;3,53;7,32;47,01;75,74;228,88;17,61;0,87;0,56;0,03;-0,09;18,62;83,51;20,08;Zdrowe
6,53;1,86;1,78;0,11;5,76;124,06;1,68;5,91;39,67;38,87;103,97;14,53;1;0,59;0,11;-0,01;15,9;97,94;4,84;Zdrowe
23,74;24,17;19,23;1,38;5,76;28,19;5,81;5,71;0;167,75;371,61;0;1,28;1,28;0,17;0,21;0;93,83;20,44;Zdrowe
333,53;51,68;36,9;2,96;5,8;20,27;0,89;5,73;17,93;23,3;56,56;10,23;1,59;0,92;0,03;0,28;42,14;66,19;28,6;Zdrowe
10,16;2,1;1,99;0,12;5,84;108,8;1,18;5,71;22,88;21,02;75,44;0;1,04;0,72;0;0,03;0;100;5,24;Zdrowe
6,55;6,64;2,72;0,38;5,85;9,93;5,8;5,72;39,33;8,7;370,02;0;0,55;0,3;0,21;-0,18;0;100;58,89;Zdrowe
10,38;7,1;3,25;0,42;6;11,05;4,05;6,62;88,58;2,17;249,66;5,98;1,44;0,25;0,14;0,13;18,33;65,07;54,37;Zdrowe
7,45;7,04;3,79;0,42;6,02;13,05;5,64;7,53;15,31;53,19;344,91;24,99;0,9;0,75;0,03;-0,03;21,65;54,5;46,16;Zdrowe
43,51;4,93;4,05;0,29;6,03;33,61;0,67;7,51;1,1;32,23;41,36;8,98;1,2;1,17;0;0,14;32,84;86,75;17,85;Zdrowe
6,41;6,48;1,58;0,39;6,03;7,98;6,08;6,02;110,29;34,43;368,99;43,85;2,45;1,2;0,47;0,34;12,08;98,5;75,62;Zdrowe
6,21;4,72;2,79;0,28;6,07;14,86;4,51;6,78;50,07;55,07;277,42;18,81;1,9;1,14;0;0,21;28,6;40,06;40,89;Zdrowe
7,48;6,98;2,95;0,42;6,08;10,52;5,61;6,02;217;16,21;340,6;44,41;2,22;0,34;0,01;0,41;19,57;80,29;57,74;Zdrowe
7,77;7,69;2,97;0,46;6,1;9,93;5,92;7,54;88,87;182,72;361,24;1,41;2,11;1,45;0,03;0,41;0,65;96,78;61,38;Zdrowe
36,51;29,84;10,38;1,91;6,14;9,41;5,23;6,87;37,89;95,49;298,32;19,69;1,94;1,43;0,1;0,25;12,7;72,26;65,21;Zdrowe
29,94;1,25;0,79;0,08;6,27;16,96;0,27;8,8;1,39;0,01;15,24;0;1,59;1,44;0,06;0,37;0;100;36,8;Zdrowe
6,24;6,1;0,95;0,38;6,32;7,47;6,09;6,23;92,56;0,57;356,81;16,96;2,1;0,22;0;0,15;6,06;88,4;84,75;Zdrowe
6,68;1,66;0,43;0,1;6,35;8,57;1,5;6,02;9,24;18,41;90,7;5,46;1,67;1,28;0;0,17;6,11;100;74,1;Zdrowe
8,72;8,28;3,58;0,52;6,36;11,2;5,96;8,09;111,15;54,17;346,58;13,39;1,85;0,8;0,1;0,26;16,8;70,19;56,76;Zdrowe
8,25;2,14;1,41;0,13;6,37;18,58;1,58;7,94;27,85;61,04;94,68;18,58;1,52;1,07;0,07;0,34;19,74;100;34,11;Zdrowe
26,45;9,05;3,69;0,57;6,37;10,77;2,16;7,18;19,39;33,82;124,89;0,55;1,15;0,76;0,06;0,06;0,94;97,04;59,12;Zdrowe
10,45;4,65;2,91;0,29;6,41;17,13;2,78;7,96;43,22;73,69;162,42;13,97;1,3;0,87;0,05;0,18;8,64;99,57;37,42;Zdrowe
21,83;9,11;7,07;0,59;6,58;29,31;2,7;3,73;0,64;112,28;152,32;5,85;1,46;1,46;0;0,3;3,88;84,73;22,39;Zdrowe
24,17;5,58;4,54;0,36;6,61;35,68;1,49;8,24;0;79,13;84,27;0;1,23;1,23;0,02;0,18;3,59;95,59;18,46;Zdrowe
7,96;7,5;1,37;0,49;6,62;8,11;6,16;8,13;37,73;105,51;343,91;21,09;2,85;2,15;0,01;0,28;8,31;84,68;81,6;Zdrowe
9,23;8,2;0,28;0,54;6,63;6,87;5,85;8,17;104,32;30,35;324,27;0;23,48;14,21;11,39;0,77;0;100;96,59;Zdrowe
8,59;7,93;2,03;0,52;6,69;8,99;6,05;8,7;3,07;103,14;336,96;0;2,27;2,23;0,77;0,29;0,11;89,13;74,4;Zdrowe
7,71;23,21;0,51;1,65;6,71;6,86;21,4;7,11;237,45;43,4;1098,79;0;33,61;21,16;18,09;0,6;0;79,14;97,8;Zdrowe
28,21;223,75;187,96;15,79;6,78;42,39;55,97;7,06;0;9,26;2895,03;0;1,83;1,83;0;0,01;81,98;1,48;16;Zdrowe
11,96;8,56;2,37;0,58;6,82;9,43;4,85;8,41;0;72,47;261,24;0,31;4,05;4,05;0,07;0,74;0,07;88,11;72,43;Zdrowe
6,43;1,66;1,4;0,11;6,83;42,65;1,71;8,43;0,22;68,06;94,23;10,79;1,15;1,14;0,07;0,12;13,36;98,06;16,27;Zdrowe
9,24;1,93;1,64;0,13;6,84;44,9;1,41;6,74;0,05;34,63;76,24;12,25;1,01;1,01;0;0,01;40,57;70,99;15,03;Zdrowe
1255,92;676,69;477,64;42,81;6,87;23,34;3,41;7,81;73,12;13,29;196,66;0;1,18;0,63;0,08;0,11;0;96,67;29,42;Zdrowe
26,46;8,95;3,43;1,3;6,88;11,15;4,91;10,61;0;26,84;123,46;0,83;2,12;2,12;0,74;0,42;0,67;99,02;61,68;Zdrowe
30,32;21,72;14,93;1,57;6,99;22,34;5,18;9,02;124,3;56,95;261,47;134,11;1,39;0,6;0,19;0,24;55,92;87,61;31,26;Zdrowe
6,7;1,27;1,11;0,09;7,02;58,32;1,34;8,66;33,87;27,08;69,19;20,7;1,03;0,48;0;0,03;30,3;100;11,81;Zdrowe
27,44;28,12;3,53;1,95;7,05;8,1;7,11;8,11;0,3;19,26;374,05;0,67;6,19;6,18;5,44;0,59;0,26;91,08;87,02;Zdrowe
9,9;5,78;1,81;0,41;7,09;10,33;4,14;8,82;27,94;40,72;213,1;0;6,61;5;2,53;0,45;0;25,89;68,69;Zdrowe
11,24;7,56;0,67;0,53;7,09;7,78;4,72;8,99;98,62;76,87;245,5;0;12,15;7,14;0,63;0,88;0;90,46;91,14;Zdrowe
34,01;27,18;7,83;1,93;7,17;10,07;5,67;8,9;62,83;88,44;291,7;1,18;2,04;1,29;0,16;0,29;0,66;98,57;71,19;Zdrowe
11,41;9,84;1,77;0,74;7,59;9,25;6,49;9,86;97,83;89,14;314,78;0;5,36;3,62;1,5;0,77;0;99,36;82,11;Zdrowe
12,25;3,8;1,22;0,29;7,6;11,22;2,37;9,47;28,33;21,49;113,22;0;2,48;1,48;0,59;0,37;0;77,43;67,63;Zdrowe
12,17;4,14;2,33;0,31;7,6;17,39;2,55;9,66;34,59;55,53;124,17;11,4;1,43;0,92;0;0,23;10,26;97,21;43,72;Zdrowe
11,82;4,59;2,57;0,35;7,75;17,61;2,96;9,59;69,99;46,94;141,74;6,48;1,5;0,62;0,01;0,28;4,55;100;44,01;Zdrowe
12,14;6,5;1,53;0,5;7,76;10,15;4,12;9,85;0,96;89,41;195,43;0;3,29;3,27;0,95;0,53;0;99,86;76,62;Zdrowe
6,34;3,71;0,66;0,29;7,83;9,51;4,57;9,7;45;36,69;213,59;0,58;3,92;2,7;1,4;0,5;0,17;98,14;82,48;Zdrowe
10,35;1,58;1,04;0,12;7,98;23,47;1,16;7,59;1,6;46,12;55,72;18,34;1,38;1,33;0;0,25;33,1;100;34,18;Zdrowe
6,4;0,82;0,29;0,07;8,02;13,04;1,09;9,76;15,96;0;46,77;0;0;0;0;0,99;0;0;60,98;Zdrowe
6,59;3,84;0,97;0,31;8,09;10,82;4,7;8,07;21,95;89,69;212,69;4,43;2,69;2,28;0;0,42;2,04;100;74,74;Zdrowe
8,99;6,64;6,78;0,53;8,13;-381,08;5,9;7,98;0;15,91;269,59;0;2,29;2,29;0;0,56;0;42,68;-2,11;Zdrowe
152,13;441,58;31,76;34,19;8,27;8,91;22,47;9,41;13,35;39,73;1059,47;0,19;2,39;2,21;0,02;0,09;0,02;97,56;92,81;Zdrowe
6,17;4,57;3,72;0,37;8,28;44,48;6;10,28;86,11;78,86;270,35;74,54;1,12;0,73;0;0,1;27,96;100;18,6;Zdrowe
85,77;44,06;19;3,37;8,29;14,57;3,93;7,65;73,14;74,03;187,5;11,28;1,93;0,99;0;0,36;6,52;96,93;56,88;Zdrowe
10,25;3,71;1,52;0,3;8,3;14,09;2,93;10,24;1,47;59,79;132,11;0;2,03;2;0,62;0,42;0;100;59,03;Zdrowe
9,34;6,39;3,35;0,53;8,36;17,53;5,67;9,86;49,19;44,45;249,72;35,95;1,25;0,65;0;0,08;25,89;63,23;47,73;Zdrowe
21,7;9,21;5,58;0,77;8,41;21,35;3,55;11,83;6,72;55,6;154,91;0,5;1,39;1,32;0,6;0,23;1,18;98,23;39,41;Zdrowe
33,09;24,21;11,12;2,01;8,41;15,56;6,07;10,41;74,69;40,38;267,05;46,11;1,28;0,54;0,08;0,1;22,61;82,43;54,07;Zdrowe
34,47;9,35;2,75;0,79;8,51;12,05;2,29;8,45;2,77;68,72;99,01;2,86;3,27;3,17;0,29;0,61;5,53;90,89;70,7;Zdrowe
12,71;4,27;3,62;0,36;8,56;56,12;2,83;11,24;0,11;81,36;122,62;0;1,13;1,13;0,31;0,11;0;99,57;15,22;Zdrowe
6,64;3,38;2,2;0,29;8,61;24,66;4,37;11,54;14,46;104,92;185,8;28,58;1,26;1,14;0,14;0,16;18,03;95,9;34,91;Zdrowe
8,33;7,03;0,21;0,6;8,66;8,93;7,2;10,53;43,65;40,81;308,04;0;19,25;14,61;10,22;0,55;0;100;97,01;Zdrowe
7,89;1,22;0,85;0,1;8,68;28,9;1,27;10,66;16,95;0,55;56,44;6,94;0,82;0,27;0,19;-0,1;27,13;77,81;30,33;Zdrowe
6,59;3,02;1,14;0,28;8,76;14,05;4,25;11,26;0;44,34;167,27;0;2,48;2,48;0,02;0,59;0;100;62,58;Zdrowe
6,69;9,51;8,56;0,83;8,77;88,19;12,41;9,25;1,97;19,98;518,86;46,38;0,29;0,27;0,02;-0,16;28,3;24,96;9,99;Zdrowe
12,68;3,7;2,26;0,33;8,92;22,9;2,6;10,81;5,89;29,29;106,51;0,29;1,61;1,52;1,06;0,36;0,76;99,07;38,92;Zdrowe
